date,store_id,cat_id,units,avg_price,snap,is_event,wday,month,year,units_lag1,units_lag7,units_lag14,units_lag28,units_lag365
2011-09-29,CA_1,FOODS,1587,3.2335012,0,0,6,9,2011,1696.0,1606.0,1628.0,1846.0,
2011-09-30,CA_1,FOODS,2512,3.2335012,0,0,7,9,2011,1587.0,2451.0,1975.0,2362.0,
2011-10-01,CA_1,FOODS,3450,3.233054,1,0,1,10,2011,2512.0,2872.0,2454.0,2717.0,
2011-10-02,CA_1,FOODS,3361,3.233054,1,0,2,10,2011,3450.0,2872.0,2670.0,2568.0,
2011-10-03,CA_1,FOODS,2361,3.233054,1,0,3,10,2011,3361.0,2028.0,1789.0,2469.0,
2011-10-04,CA_1,FOODS,2214,3.233054,1,0,4,10,2011,2361.0,1722.0,1740.0,2115.0,
2011-10-05,CA_1,FOODS,2086,3.233054,1,0,5,10,2011,2214.0,1696.0,1646.0,1900.0,
2011-10-06,CA_1,FOODS,2011,3.233054,1,0,6,10,2011,2086.0,1587.0,1606.0,1979.0,
2011-10-07,CA_1,FOODS,2631,3.233054,1,0,7,10,2011,2011.0,2512.0,2451.0,2297.0,
2011-10-08,CA_1,FOODS,3279,3.2371018,1,0,1,10,2011,2631.0,3450.0,2872.0,2718.0,
2011-10-09,CA_1,FOODS,3296,3.2371018,1,0,2,10,2011,3279.0,3361.0,2872.0,2876.0,
2011-10-10,CA_1,FOODS,2726,3.2371018,1,1,3,10,2011,3296.0,2361.0,2028.0,1933.0,
2011-10-11,CA_1,FOODS,2059,3.2371018,0,0,4,10,2011,2726.0,2214.0,1722.0,1575.0,
2011-10-12,CA_1,FOODS,1901,3.2371018,0,0,5,10,2011,2059.0,2086.0,1696.0,1482.0,
2011-10-13,CA_1,FOODS,1979,3.2371018,0,0,6,10,2011,1901.0,2011.0,1587.0,1628.0,
2011-10-14,CA_1,FOODS,2371,3.2371018,0,0,7,10,2011,1979.0,2631.0,2512.0,1975.0,
2011-10-15,CA_1,FOODS,2930,3.2403104,0,0,1,10,2011,2371.0,3279.0,3450.0,2454.0,
2011-10-16,CA_1,FOODS,2963,3.2403104,0,0,2,10,2011,2930.0,3296.0,3361.0,2670.0,
2011-10-17,CA_1,FOODS,1944,3.2403104,0,0,3,10,2011,2963.0,2726.0,2361.0,1789.0,
2011-10-18,CA_1,FOODS,1742,3.2403104,0,0,4,10,2011,1944.0,2059.0,2214.0,1740.0,
2011-10-19,CA_1,FOODS,1772,3.2403104,0,0,5,10,2011,1742.0,1901.0,2086.0,1646.0,
2011-10-20,CA_1,FOODS,1851,3.2403104,0,0,6,10,2011,1772.0,1979.0,2011.0,1606.0,
2011-10-21,CA_1,FOODS,2374,3.2403104,0,0,7,10,2011,1851.0,2371.0,2631.0,2451.0,
2011-10-22,CA_1,FOODS,3011,3.259583,0,0,1,10,2011,2374.0,2930.0,3279.0,2872.0,
2011-10-23,CA_1,FOODS,3200,3.259583,0,0,2,10,2011,3011.0,2963.0,3296.0,2872.0,
2011-10-24,CA_1,FOODS,2036,3.259583,0,0,3,10,2011,3200.0,1944.0,2726.0,2028.0,
2011-10-25,CA_1,FOODS,1890,3.259583,0,0,4,10,2011,2036.0,1742.0,2059.0,1722.0,
2011-10-26,CA_1,FOODS,1660,3.259583,0,0,5,10,2011,1890.0,1772.0,1901.0,1696.0,
2011-10-27,CA_1,FOODS,1909,3.259583,0,0,6,10,2011,1660.0,1851.0,1979.0,1587.0,
2011-10-28,CA_1,FOODS,2184,3.259583,0,0,7,10,2011,1909.0,2374.0,2371.0,2512.0,
2011-10-29,CA_1,FOODS,3022,3.2651608,0,0,1,10,2011,2184.0,3011.0,2930.0,3450.0,
2011-10-30,CA_1,FOODS,3063,3.2651608,0,0,2,10,2011,3022.0,3200.0,2963.0,3361.0,
2011-10-31,CA_1,FOODS,1622,3.2651608,0,1,3,10,2011,3063.0,2036.0,1944.0,2361.0,
2011-11-01,CA_1,FOODS,1924,3.2651608,1,0,4,11,2011,1622.0,1890.0,1742.0,2214.0,
2011-11-02,CA_1,FOODS,2129,3.2651608,1,0,5,11,2011,1924.0,1660.0,1772.0,2086.0,
2011-11-03,CA_1,FOODS,2210,3.2651608,1,0,6,11,2011,2129.0,1909.0,1851.0,2011.0,
2011-11-04,CA_1,FOODS,2644,3.2651608,1,0,7,11,2011,2210.0,2184.0,2374.0,2631.0,
2011-11-05,CA_1,FOODS,3325,3.2724612,1,0,1,11,2011,2644.0,3022.0,3011.0,3279.0,
2011-11-06,CA_1,FOODS,3641,3.2724612,1,0,2,11,2011,3325.0,3063.0,3200.0,3296.0,
2011-11-07,CA_1,FOODS,2406,3.2724612,1,1,3,11,2011,3641.0,1622.0,2036.0,2726.0,
2011-11-08,CA_1,FOODS,2416,3.2724612,1,0,4,11,2011,2406.0,1924.0,1890.0,2059.0,
2011-11-09,CA_1,FOODS,2140,3.2724612,1,0,5,11,2011,2416.0,2129.0,1660.0,1901.0,
2011-11-10,CA_1,FOODS,2495,3.2724612,1,0,6,11,2011,2140.0,2210.0,1909.0,1979.0,
2011-11-11,CA_1,FOODS,2879,3.2724612,0,1,7,11,2011,2495.0,2644.0,2184.0,2371.0,
2011-11-12,CA_1,FOODS,3042,3.2726994,0,0,1,11,2011,2879.0,3325.0,3022.0,2930.0,
2011-11-13,CA_1,FOODS,3164,3.2726994,0,0,2,11,2011,3042.0,3641.0,3063.0,2963.0,
2011-11-14,CA_1,FOODS,2299,3.2726994,0,0,3,11,2011,3164.0,2406.0,1622.0,1944.0,
2011-11-15,CA_1,FOODS,1932,3.2726994,0,0,4,11,2011,2299.0,2416.0,1924.0,1742.0,
2011-11-16,CA_1,FOODS,1776,3.2726994,0,0,5,11,2011,1932.0,2140.0,2129.0,1772.0,
2011-11-17,CA_1,FOODS,1771,3.2726994,0,0,6,11,2011,1776.0,2495.0,2210.0,1851.0,
2011-11-18,CA_1,FOODS,2214,3.2726994,0,0,7,11,2011,1771.0,2879.0,2644.0,2374.0,
2011-11-19,CA_1,FOODS,3333,3.273931,0,0,1,11,2011,2214.0,3042.0,3325.0,3011.0,
2011-11-20,CA_1,FOODS,3232,3.273931,0,0,2,11,2011,3333.0,3164.0,3641.0,3200.0,
2011-11-21,CA_1,FOODS,2333,3.273931,0,0,3,11,2011,3232.0,2299.0,2406.0,2036.0,
2011-11-22,CA_1,FOODS,2744,3.273931,0,0,4,11,2011,2333.0,1932.0,2416.0,1890.0,
2011-11-23,CA_1,FOODS,2926,3.273931,0,0,5,11,2011,2744.0,1776.0,2140.0,1660.0,
2011-11-24,CA_1,FOODS,1631,3.273931,0,1,6,11,2011,2926.0,1771.0,2495.0,1909.0,
2011-11-25,CA_1,FOODS,2262,3.273931,0,0,7,11,2011,1631.0,2214.0,2879.0,2184.0,
2011-11-26,CA_1,FOODS,2194,3.2741656,0,0,1,11,2011,2262.0,3333.0,3042.0,3022.0,
2011-11-27,CA_1,FOODS,2494,3.2741656,0,0,2,11,2011,2194.0,3232.0,3164.0,3063.0,
2011-11-28,CA_1,FOODS,1808,3.2741656,0,0,3,11,2011,2494.0,2333.0,2299.0,1622.0,
2011-11-29,CA_1,FOODS,1838,3.2741656,0,0,4,11,2011,1808.0,2744.0,1932.0,1924.0,
2011-11-30,CA_1,FOODS,1783,3.2741656,0,0,5,11,2011,1838.0,2926.0,1776.0,2129.0,
2011-12-01,CA_1,FOODS,1925,3.2741656,1,0,6,12,2011,1783.0,1631.0,1771.0,2210.0,
2011-12-02,CA_1,FOODS,2487,3.2741656,1,0,7,12,2011,1925.0,2262.0,2214.0,2644.0,
2011-12-03,CA_1,FOODS,3364,3.2693396,1,0,1,12,2011,2487.0,2194.0,3333.0,3325.0,
2011-12-04,CA_1,FOODS,3390,3.2693396,1,0,2,12,2011,3364.0,2494.0,3232.0,3641.0,
2011-12-05,CA_1,FOODS,2517,3.2693396,1,0,3,12,2011,3390.0,1808.0,2333.0,2406.0,
2011-12-06,CA_1,FOODS,2256,3.2693396,1,0,4,12,2011,2517.0,1838.0,2744.0,2416.0,
2011-12-07,CA_1,FOODS,2080,3.2693396,1,0,5,12,2011,2256.0,1783.0,2926.0,2140.0,
2011-12-08,CA_1,FOODS,2460,3.2693396,1,0,6,12,2011,2080.0,1925.0,1631.0,2495.0,
2011-12-09,CA_1,FOODS,2528,3.2693396,1,0,7,12,2011,2460.0,2487.0,2262.0,2879.0,
2011-12-10,CA_1,FOODS,3482,3.2661483,1,0,1,12,2011,2528.0,3364.0,2194.0,3042.0,
2011-12-11,CA_1,FOODS,3262,3.2661483,0,0,2,12,2011,3482.0,3390.0,2494.0,3164.0,
2011-12-12,CA_1,FOODS,2468,3.2661483,0,0,3,12,2011,3262.0,2517.0,1808.0,2299.0,
2011-12-13,CA_1,FOODS,2230,3.2661483,0,0,4,12,2011,2468.0,2256.0,1838.0,1932.0,
2011-12-14,CA_1,FOODS,2143,3.2661483,0,0,5,12,2011,2230.0,2080.0,1783.0,1776.0,
2011-12-15,CA_1,FOODS,2431,3.2661483,0,0,6,12,2011,2143.0,2460.0,1925.0,1771.0,
2011-12-16,CA_1,FOODS,2505,3.2661483,0,0,7,12,2011,2431.0,2528.0,2487.0,2214.0,
2011-12-17,CA_1,FOODS,3349,3.270752,0,0,1,12,2011,2505.0,3482.0,3364.0,3333.0,
2011-12-18,CA_1,FOODS,3218,3.270752,0,0,2,12,2011,3349.0,3262.0,3390.0,3232.0,
2011-12-19,CA_1,FOODS,2467,3.270752,0,0,3,12,2011,3218.0,2468.0,2517.0,2333.0,
2011-12-20,CA_1,FOODS,2459,3.270752,0,0,4,12,2011,2467.0,2230.0,2256.0,2744.0,
2011-12-21,CA_1,FOODS,2567,3.270752,0,0,5,12,2011,2459.0,2143.0,2080.0,2926.0,
2011-12-22,CA_1,FOODS,2740,3.270752,0,0,6,12,2011,2567.0,2431.0,2460.0,1631.0,
2011-12-23,CA_1,FOODS,3677,3.270752,0,0,7,12,2011,2740.0,2505.0,2528.0,2262.0,
2011-12-24,CA_1,FOODS,2758,3.2682533,0,0,1,12,2011,3677.0,3349.0,3482.0,2194.0,
2011-12-25,CA_1,FOODS,0,3.2682533,0,1,2,12,2011,2758.0,3218.0,3262.0,2494.0,
2011-12-26,CA_1,FOODS,2360,3.2682533,0,0,3,12,2011,0.0,2467.0,2468.0,1808.0,
2011-12-27,CA_1,FOODS,2230,3.2682533,0,0,4,12,2011,2360.0,2459.0,2230.0,1838.0,
2011-12-28,CA_1,FOODS,2228,3.2682533,0,1,5,12,2011,2230.0,2567.0,2143.0,1783.0,
2011-12-29,CA_1,FOODS,2415,3.2682533,0,0,6,12,2011,2228.0,2740.0,2431.0,1925.0,
2011-12-30,CA_1,FOODS,3248,3.2682533,0,0,7,12,2011,2415.0,3677.0,2505.0,2487.0,
2011-12-31,CA_1,FOODS,3324,3.2657723,0,0,1,12,2011,3248.0,2758.0,3349.0,3364.0,
2012-01-01,CA_1,FOODS,2054,3.2657723,1,1,2,1,2012,3324.0,0.0,3218.0,3390.0,
2012-01-02,CA_1,FOODS,2926,3.2657723,1,0,3,1,2012,2054.0,2360.0,2467.0,2517.0,
2012-01-03,CA_1,FOODS,2504,3.2657723,1,0,4,1,2012,2926.0,2230.0,2459.0,2256.0,
2012-01-04,CA_1,FOODS,2332,3.2657723,1,0,5,1,2012,2504.0,2228.0,2567.0,2080.0,
2012-01-05,CA_1,FOODS,2613,3.2657723,1,0,6,1,2012,2332.0,2415.0,2740.0,2460.0,
2012-01-06,CA_1,FOODS,2692,3.2657723,1,0,7,1,2012,2613.0,3248.0,3677.0,2528.0,
2012-01-07,CA_1,FOODS,3523,3.2561953,1,1,1,1,2012,2692.0,3324.0,2758.0,3482.0,
2012-01-08,CA_1,FOODS,3510,3.2561953,1,0,2,1,2012,3523.0,2054.0,0.0,3262.0,
2012-01-09,CA_1,FOODS,2875,3.2561953,1,0,3,1,2012,3510.0,2926.0,2360.0,2468.0,
2012-01-10,CA_1,FOODS,2354,3.2561953,1,0,4,1,2012,2875.0,2504.0,2230.0,2230.0,
2012-01-11,CA_1,FOODS,2164,3.2561953,0,0,5,1,2012,2354.0,2332.0,2228.0,2143.0,
2012-01-12,CA_1,FOODS,1901,3.2561953,0,0,6,1,2012,2164.0,2613.0,2415.0,2431.0,
2012-01-13,CA_1,FOODS,2657,3.2561953,0,0,7,1,2012,1901.0,2692.0,3248.0,2505.0,
2012-01-14,CA_1,FOODS,3145,3.2611468,0,0,1,1,2012,2657.0,3523.0,3324.0,3349.0,
2012-01-15,CA_1,FOODS,3070,3.2611468,0,0,2,1,2012,3145.0,3510.0,2054.0,3218.0,
2012-01-16,CA_1,FOODS,2765,3.2611468,0,1,3,1,2012,3070.0,2875.0,2926.0,2467.0,
2012-01-17,CA_1,FOODS,2111,3.2611468,0,0,4,1,2012,2765.0,2354.0,2504.0,2459.0,
2012-01-18,CA_1,FOODS,2017,3.2611468,0,0,5,1,2012,2111.0,2164.0,2332.0,2567.0,
2012-01-19,CA_1,FOODS,2033,3.2611468,0,0,6,1,2012,2017.0,1901.0,2613.0,2740.0,
2012-01-20,CA_1,FOODS,2447,3.2611468,0,0,7,1,2012,2033.0,2657.0,2692.0,3677.0,
2012-01-21,CA_1,FOODS,3766,3.2590525,0,0,1,1,2012,2447.0,3145.0,3523.0,2758.0,
2012-01-22,CA_1,FOODS,3054,3.2590525,0,0,2,1,2012,3766.0,3070.0,3510.0,0.0,
2012-01-23,CA_1,FOODS,1969,3.2590525,0,0,3,1,2012,3054.0,2765.0,2875.0,2360.0,
2012-01-24,CA_1,FOODS,1947,3.2590525,0,0,4,1,2012,1969.0,2111.0,2354.0,2230.0,
2012-01-25,CA_1,FOODS,1788,3.2590525,0,0,5,1,2012,1947.0,2017.0,2164.0,2228.0,
2012-01-26,CA_1,FOODS,1805,3.2590525,0,0,6,1,2012,1788.0,2033.0,1901.0,2415.0,
2012-01-27,CA_1,FOODS,2506,3.2590525,0,0,7,1,2012,1805.0,2447.0,2657.0,3248.0,
2012-01-28,CA_1,FOODS,3082,3.2661545,0,0,1,1,2012,2506.0,3766.0,3145.0,3324.0,
2012-01-29,CA_1,FOODS,3135,3.2661545,0,0,2,1,2012,3082.0,3054.0,3070.0,2054.0,3239.0
2012-01-30,CA_1,FOODS,2167,3.2661545,0,0,3,1,2012,3135.0,1969.0,2765.0,2926.0,3137.0
2012-01-31,CA_1,FOODS,2163,3.2661545,0,0,4,1,2012,2167.0,1947.0,2111.0,2504.0,2008.0
2012-02-01,CA_1,FOODS,2394,3.2661545,1,0,5,2,2012,2163.0,1788.0,2017.0,2332.0,2258.0
2012-02-02,CA_1,FOODS,2502,3.2661545,1,0,6,2,2012,2394.0,1805.0,2033.0,2613.0,2032.0
2012-02-03,CA_1,FOODS,3134,3.2661545,1,0,7,2,2012,2502.0,2506.0,2447.0,2692.0,2407.0
2012-02-04,CA_1,FOODS,4370,3.261028,1,0,1,2,2012,3134.0,3082.0,3766.0,3523.0,2693.0
2012-02-05,CA_1,FOODS,3743,3.261028,1,1,2,2,2012,4370.0,3135.0,3054.0,3510.0,3962.0
2012-02-06,CA_1,FOODS,2665,3.261028,1,0,3,2,2012,3743.0,2167.0,1969.0,2875.0,3418.0
2012-02-07,CA_1,FOODS,2392,3.261028,1,0,4,2,2012,2665.0,2163.0,1947.0,2354.0,2446.0
2012-02-08,CA_1,FOODS,2362,3.261028,1,0,5,2,2012,2392.0,2394.0,1788.0,2164.0,2138.0
2012-02-09,CA_1,FOODS,2303,3.261028,1,0,6,2,2012,2362.0,2502.0,1805.0,1901.0,2001.0
2012-02-10,CA_1,FOODS,2773,3.261028,1,0,7,2,2012,2303.0,3134.0,2506.0,2657.0,2137.0
2012-02-11,CA_1,FOODS,4082,3.2545822,0,0,1,2,2012,2773.0,4370.0,3082.0,3145.0,2217.0
2012-02-12,CA_1,FOODS,4031,3.2545822,0,0,2,2,2012,4082.0,3743.0,3135.0,3070.0,3067.0
2012-02-13,CA_1,FOODS,2966,3.2545822,0,0,3,2,2012,4031.0,2665.0,2167.0,2765.0,3313.0
2012-02-14,CA_1,FOODS,1997,3.2545822,0,1,4,2,2012,2966.0,2392.0,2163.0,2111.0,2003.0
2012-02-15,CA_1,FOODS,1938,3.2545822,0,0,5,2,2012,1997.0,2362.0,2394.0,2017.0,1779.0
2012-02-16,CA_1,FOODS,2045,3.2545822,0,0,6,2,2012,1938.0,2303.0,2502.0,2033.0,1670.0
2012-02-17,CA_1,FOODS,2420,3.2545822,0,0,7,2,2012,2045.0,2773.0,3134.0,2447.0,1433.0
2012-02-18,CA_1,FOODS,3314,3.264489,0,0,1,2,2012,2420.0,4082.0,4370.0,3766.0,2250.0
2012-02-19,CA_1,FOODS,3376,3.264489,0,0,2,2,2012,3314.0,4031.0,3743.0,3054.0,3148.0
2012-02-20,CA_1,FOODS,2770,3.264489,0,1,3,2,2012,3376.0,2966.0,2665.0,1969.0,2864.0
2012-02-21,CA_1,FOODS,2045,3.264489,0,0,4,2,2012,2770.0,1997.0,2392.0,1947.0,2105.0
2012-02-22,CA_1,FOODS,2006,3.264489,0,1,5,2,2012,2045.0,1938.0,2362.0,1788.0,1621.0
2012-02-23,CA_1,FOODS,2035,3.264489,0,0,6,2,2012,2006.0,2045.0,2303.0,1805.0,1608.0
2012-02-24,CA_1,FOODS,2503,3.264489,0,0,7,2,2012,2035.0,2420.0,2773.0,2506.0,1639.0
2012-02-25,CA_1,FOODS,3481,3.2675278,0,0,1,2,2012,2503.0,3314.0,4082.0,3082.0,1875.0
2012-02-26,CA_1,FOODS,3415,3.2675278,0,0,2,2,2012,3481.0,3376.0,4031.0,3135.0,2574.0
2012-02-27,CA_1,FOODS,2197,3.2675278,0,0,3,2,2012,3415.0,2770.0,2966.0,2167.0,2733.0
2012-02-28,CA_1,FOODS,2011,3.2675278,0,0,4,2,2012,2197.0,2045.0,1997.0,2163.0,1732.0
2012-02-29,CA_1,FOODS,2025,3.2675278,0,1,5,2,2012,2011.0,2006.0,1938.0,2394.0,1896.0
2012-03-01,CA_1,FOODS,2538,3.2675278,1,0,6,3,2012,2025.0,2035.0,2045.0,2502.0,1965.0
2012-03-02,CA_1,FOODS,2915,3.2675278,1,0,7,3,2012,2538.0,2503.0,2420.0,3134.0,1984.0
2012-03-03,CA_1,FOODS,3843,3.2737076,1,0,1,3,2012,2915.0,3481.0,3314.0,4370.0,2369.0
2012-03-04,CA_1,FOODS,3965,3.2737076,1,0,2,3,2012,3843.0,3415.0,3376.0,3743.0,3223.0
2012-03-05,CA_1,FOODS,3036,3.2737076,1,0,3,3,2012,3965.0,2197.0,2770.0,2665.0,3464.0
2012-03-06,CA_1,FOODS,2561,3.2737076,1,0,4,3,2012,3036.0,2011.0,2045.0,2392.0,2262.0
2012-03-07,CA_1,FOODS,2658,3.2737076,1,0,5,3,2012,2561.0,2025.0,2006.0,2362.0,2165.0
2012-03-08,CA_1,FOODS,2663,3.2737076,1,1,6,3,2012,2658.0,2538.0,2035.0,2303.0,2100.0
2012-03-09,CA_1,FOODS,2860,3.2737076,1,0,7,3,2012,2663.0,2915.0,2503.0,2773.0,2003.0
2012-03-10,CA_1,FOODS,4045,3.2814732,1,0,1,3,2012,2860.0,3843.0,3481.0,4082.0,2480.0
2012-03-11,CA_1,FOODS,4013,3.2814732,0,0,2,3,2012,4045.0,3965.0,3415.0,4031.0,2895.0
2012-03-12,CA_1,FOODS,2729,3.2814732,0,0,3,3,2012,4013.0,3036.0,2197.0,2966.0,3081.0
2012-03-13,CA_1,FOODS,2043,3.2814732,0,0,4,3,2012,2729.0,2561.0,2011.0,1997.0,2079.0
2012-03-14,CA_1,FOODS,2157,3.2814732,0,0,5,3,2012,2043.0,2658.0,2025.0,1938.0,1656.0
2012-03-15,CA_1,FOODS,2323,3.2814732,0,0,6,3,2012,2157.0,2663.0,2538.0,2045.0,1805.0
2012-03-16,CA_1,FOODS,2708,3.2814732,0,0,7,3,2012,2323.0,2860.0,2915.0,2420.0,1657.0
2012-03-17,CA_1,FOODS,3442,3.2814896,0,1,1,3,2012,2708.0,4045.0,3843.0,3314.0,2005.0
2012-03-18,CA_1,FOODS,3657,3.2814896,0,0,2,3,2012,3442.0,4013.0,3965.0,3376.0,2826.0
2012-03-19,CA_1,FOODS,2647,3.2814896,0,0,3,3,2012,3657.0,2729.0,3036.0,2770.0,2795.0
2012-03-20,CA_1,FOODS,2155,3.2814896,0,0,4,3,2012,2647.0,2043.0,2561.0,2045.0,1935.0
2012-03-21,CA_1,FOODS,2051,3.2814896,0,0,5,3,2012,2155.0,2157.0,2658.0,2006.0,1595.0
2012-03-22,CA_1,FOODS,2439,3.2814896,0,0,6,3,2012,2051.0,2323.0,2663.0,2035.0,1473.0
2012-03-23,CA_1,FOODS,2515,3.2814896,0,0,7,3,2012,2439.0,2708.0,2860.0,2503.0,1431.0
2012-03-24,CA_1,FOODS,3809,3.2879167,0,0,1,3,2012,2515.0,3442.0,4045.0,3481.0,1869.0
2012-03-25,CA_1,FOODS,3925,3.2879167,0,0,2,3,2012,3809.0,3657.0,4013.0,3415.0,2648.0
2012-03-26,CA_1,FOODS,2366,3.2879167,0,0,3,3,2012,3925.0,2647.0,2729.0,2197.0,2801.0
2012-03-27,CA_1,FOODS,2061,3.2879167,0,0,4,3,2012,2366.0,2155.0,2043.0,2011.0,1903.0
2012-03-28,CA_1,FOODS,1997,3.2879167,0,0,5,3,2012,2061.0,2051.0,2157.0,2025.0,1471.0
2012-03-29,CA_1,FOODS,1975,3.2879167,0,0,6,3,2012,1997.0,2439.0,2323.0,2538.0,1612.0
2012-03-30,CA_1,FOODS,3104,3.2879167,0,0,7,3,2012,1975.0,2515.0,2708.0,2915.0,1849.0
2012-03-31,CA_1,FOODS,3508,3.2852602,0,0,1,3,2012,3104.0,3809.0,3442.0,3843.0,2528.0
2012-04-01,CA_1,FOODS,3993,3.2852602,1,0,2,4,2012,3508.0,3925.0,3657.0,3965.0,3013.0
2012-04-02,CA_1,FOODS,2886,3.2852602,1,0,3,4,2012,3993.0,2366.0,2647.0,3036.0,3136.0
2012-04-03,CA_1,FOODS,3114,3.2852602,1,0,4,4,2012,2886.0,2061.0,2155.0,2561.0,2615.0
2012-04-04,CA_1,FOODS,2784,3.2852602,1,0,5,4,2012,3114.0,1997.0,2051.0,2658.0,2047.0
2012-04-05,CA_1,FOODS,3033,3.2852602,1,0,6,4,2012,2784.0,1975.0,2439.0,2663.0,1897.0
2012-04-06,CA_1,FOODS,4053,3.2852602,1,0,7,4,2012,3033.0,3104.0,2515.0,2860.0,2150.0
2012-04-07,CA_1,FOODS,4812,3.2875896,1,0,1,4,2012,4053.0,3508.0,3809.0,4045.0,2342.0
2012-04-08,CA_1,FOODS,3169,3.2875896,1,1,2,4,2012,4812.0,3993.0,3925.0,4013.0,2825.0
2012-04-09,CA_1,FOODS,3007,3.2875896,1,0,3,4,2012,3169.0,2886.0,2366.0,2729.0,2978.0
2012-04-10,CA_1,FOODS,2903,3.2875896,1,0,4,4,2012,3007.0,3114.0,2061.0,2043.0,2007.0
2012-04-11,CA_1,FOODS,2450,3.2875896,0,0,5,4,2012,2903.0,2784.0,1997.0,2157.0,1653.0
2012-04-12,CA_1,FOODS,2377,3.2875896,0,0,6,4,2012,2450.0,3033.0,1975.0,2323.0,1550.0
2012-04-13,CA_1,FOODS,2881,3.2875896,0,0,7,4,2012,2377.0,4053.0,3104.0,2708.0,1631.0
2012-04-14,CA_1,FOODS,3868,3.2912447,0,1,1,4,2012,2881.0,4812.0,3508.0,3442.0,2141.0
2012-04-15,CA_1,FOODS,3772,3.2912447,0,1,2,4,2012,3868.0,3169.0,3993.0,3657.0,2465.0
2012-04-16,CA_1,FOODS,2351,3.2912447,0,0,3,4,2012,3772.0,3007.0,2886.0,2647.0,2980.0
2012-04-17,CA_1,FOODS,2148,3.2912447,0,0,4,4,2012,2351.0,2903.0,3114.0,2155.0,1833.0
2012-04-18,CA_1,FOODS,2012,3.2912447,0,0,5,4,2012,2148.0,2450.0,2784.0,2051.0,1628.0
2012-04-19,CA_1,FOODS,2380,3.2912447,0,0,6,4,2012,2012.0,2377.0,3033.0,2439.0,1520.0
2012-04-20,CA_1,FOODS,3129,3.2912447,0,0,7,4,2012,2380.0,2881.0,4053.0,2515.0,1759.0
2012-04-21,CA_1,FOODS,3869,3.2992597,0,0,1,4,2012,3129.0,3868.0,4812.0,3809.0,2274.0
2012-04-22,CA_1,FOODS,3845,3.2992597,0,0,2,4,2012,3869.0,3772.0,3169.0,3925.0,2909.0
2012-04-23,CA_1,FOODS,2254,3.2992597,0,0,3,4,2012,3845.0,2351.0,3007.0,2366.0,2051.0
2012-04-24,CA_1,FOODS,2265,3.2992597,0,0,4,4,2012,2254.0,2148.0,2903.0,2061.0,1518.0
2012-04-25,CA_1,FOODS,2167,3.2992597,0,0,5,4,2012,2265.0,2012.0,2450.0,1997.0,1411.0
2012-04-26,CA_1,FOODS,2228,3.2992597,0,0,6,4,2012,2167.0,2380.0,2377.0,1975.0,1294.0
2012-04-27,CA_1,FOODS,2798,3.2992597,0,0,7,4,2012,2228.0,3129.0,2881.0,3104.0,1374.0
2012-04-28,CA_1,FOODS,3551,3.304693,0,0,1,4,2012,2798.0,3869.0,3868.0,3508.0,1808.0
2012-04-29,CA_1,FOODS,3721,3.304693,0,0,2,4,2012,3551.0,3845.0,3772.0,3993.0,2278.0
2012-04-30,CA_1,FOODS,2547,3.304693,0,0,3,4,2012,3721.0,2254.0,2351.0,2886.0,2550.0
2012-05-01,CA_1,FOODS,2714,3.304693,1,0,4,5,2012,2547.0,2265.0,2148.0,3114.0,1962.0
2012-05-02,CA_1,FOODS,2588,3.304693,1,0,5,5,2012,2714.0,2167.0,2012.0,2784.0,2044.0
2012-05-03,CA_1,FOODS,2864,3.304693,1,0,6,5,2012,2588.0,2228.0,2380.0,3033.0,1924.0
2012-05-04,CA_1,FOODS,3153,3.304693,1,0,7,5,2012,2864.0,2798.0,3129.0,4053.0,1648.0
2012-05-05,CA_1,FOODS,3399,3.305673,1,1,1,5,2012,3153.0,3551.0,3869.0,4812.0,2322.0
2012-05-06,CA_1,FOODS,4314,3.305673,1,0,2,5,2012,3399.0,3721.0,3845.0,3169.0,2605.0
2012-05-07,CA_1,FOODS,3578,3.305673,1,0,3,5,2012,4314.0,2547.0,2254.0,3007.0,2096.0
2012-05-08,CA_1,FOODS,2841,3.305673,1,0,4,5,2012,3578.0,2714.0,2265.0,2903.0,2199.0
2012-05-09,CA_1,FOODS,2946,3.305673,1,0,5,5,2012,2841.0,2588.0,2167.0,2450.0,2044.0
2012-05-10,CA_1,FOODS,2947,3.305673,1,0,6,5,2012,2946.0,2864.0,2228.0,2377.0,1797.0
2012-05-11,CA_1,FOODS,3515,3.305673,0,0,7,5,2012,2947.0,3153.0,2798.0,2881.0,1630.0
2012-05-12,CA_1,FOODS,4519,3.3033676,0,0,1,5,2012,3515.0,3399.0,3551.0,3868.0,2078.0
2012-05-13,CA_1,FOODS,3435,3.3033676,0,1,2,5,2012,4519.0,4314.0,3721.0,3772.0,2608.0
2012-05-14,CA_1,FOODS,2739,3.3033676,0,0,3,5,2012,3435.0,3578.0,2547.0,2351.0,2704.0
2012-05-15,CA_1,FOODS,2710,3.3033676,0,0,4,5,2012,2739.0,2841.0,2714.0,2148.0,1651.0
2012-05-16,CA_1,FOODS,2799,3.3033676,0,0,5,5,2012,2710.0,2946.0,2588.0,2012.0,1550.0
2012-05-17,CA_1,FOODS,2630,3.3033676,0,0,6,5,2012,2799.0,2947.0,2864.0,2380.0,1535.0
2012-05-18,CA_1,FOODS,3261,3.3033676,0,0,7,5,2012,2630.0,3515.0,3153.0,3129.0,1516.0
